Number	E	Ft	Gft	Height	Length	Opening Rate	Distance	E_Soil	Soil_Piossons	Trough Width	Friction 	VL	Depth	Diameter	Fc	Identifier		C. Width		Tot. Cracks 			L. Average	Slope	Tilt	Ang. Dist.						Max Strain	G. Average
73	7856.250084	1.063272769	0.027180214	5.380514806	37.00282511	17.03830763	31.36111848	98.60544369	0.442946482	19.46416455	0.472048987	0.825194158	43.29250747	11.15586629	25.77523293	74	0	0	0	0	0	0	0	0.000488	0.000476	3.90E-05	3.80E-05	0	4.50E-05	3.90E-05	2.30E-05	3.80E-05	0.00026025
74	6017.521462	0.828868242	0.022199025	13.51323191	45.68201572	12.64788976	8.026575008	58.25461273	0.45465691	13.59767616	0.045635508	0.848404109	41.06441182	15.4935777	18.14386248	75	2	4.1849	-4325.7742	2	0	40.52002474	3.09245	0.001195	0.00115	0.000201	-4.00E-06	0.001055	0.001056	3.30E-05	0.001055	0.001055	0.00090025
75	6108.635856	0.712203303	0.017491363	18.34025249	50.05896382	29.19505587	1.117949802	106.8952053	0.241709447	10.98323306	0.110220091	1.387400292	17.99669023	7.331337035	15.03572327	76	0	0	0	0	0	0	0	0.000175	0.000109	7.20E-05	1.00E-06	4.40E-05	7.90E-05	-7.50E-05	2.50E-05	4.40E-05	0.0001
76	3280.661509	0.480005746	0.021560032	16.55343479	11.8708408	2.895156829	15.18770791	109.9080735	0.313801821	23.44815941	0.276978527	3.407841287	40.66227905	6.658801417	6.196983204	77	0	0	0	0	0	0	0	0.000448	0.000447	1.00E-05	0	2.10E-05	2.30E-05	1.00E-05	2.10E-05	2.10E-05	0.0002315
77	7205.099693	0.854089269	0.024708295	4.41997872	55.90093468	1.372645922	17.22221991	33.5449162	0.240428228	15.74522201	0.2958841	4.264571624	52.34754673	9.422369636	16.12285087	78	2	5.798	-12729.5415	3	0	27.19820802	4.399	0.002035	0.001975	0.00043	0.000328	0.000905	0.000926	0.000196	0.000905	0.000905	0.00133625
78	1673.842273	0.187949209	0.007170647	15.72155281	19.3897925	23.10147119	0.632523055	157.5721812	0.114385068	9.281880646	0.578109329	1.541788248	17.58540487	8.281956839	4.445602842	79	0	0	0	0	0	0	0	0.000198	0.000173	3.40E-05	-2.00E-06	4.40E-05	5.50E-05	-3.90E-05	3.90E-05	4.40E-05	0.00011225
79	7259.095472	0.939093092	0.02691765	15.6333995	45.85815015	4.831600337	10.21228819	142.9635359	0.237650543	11.41009588	0.493347551	0.970431381	39.09578204	6.8534996	19.4668701	80	0	0	0	0	0	0	0	0.000311	0.000309	1.00E-05	0	2.20E-05	2.30E-05	-9.00E-06	2.10E-05	2.20E-05	0.000163
80	2625.475936	0.532956186	0.024602763	7.52653282	56.55292072	20.20556468	30.87612272	11.24951493	0.450737933	14.62817136	0.153645563	1.060713597	52.9199188	15.12628422	5.877890244	81	0	0	0	0	0	0	0	0.001686	0.001612	0.0002	0.000177	-5.00E-06	0.000231	0.0002	0.000115	0.000177	0.00091875
81	3797.665162	0.663224105	0.020458192	5.861127284	15.84683051	20.9805131	17.59874076	182.5965581	0.190008762	43.14390224	0.417064076	2.416767666	71.20426048	9.109232946	9.952465314	82	0	0	0	0	0	0	0	0.000133	0.000133	6.00E-06	0	5.00E-06	9.00E-06	-8.00E-06	4.00E-06	5.00E-06	6.93E-05
82	3226.878399	0.325548572	0.010452852	3.543972778	59.03125533	9.448441988	4.157629206	64.09999754	0.151375205	31.39299955	0.356049623	3.008293296	54.03907334	9.224520694	6.162640732	83	0	0	0	0	0	0	0	0.000471	0.000465	9.70E-05	-2.00E-06	4.10E-05	0.000101	9.70E-05	2.70E-05	4.10E-05	0.0002685
83	5033.940427	0.719480552	0.026436976	10.9017794	46.66221559	7.069169898	26.88769545	211.2359062	0.264084196	39.30281506	0.079161497	3.656711391	85.53259166	17.09159532	11.47528623	84	0	0	0	0	0	0	0	0.00123	0.001215	5.10E-05	-1.00E-06	6.80E-05	6.90E-05	-5.00E-05	4.80E-05	6.80E-05	0.000641
84	1289.410671	0.245753285	0.011843743	15.76019338	49.01625859	25.56553599	7.078193733	150.7145076	0.401244816	19.85292438	0.472340274	2.773519251	53.31801446	15.52072296	3.405574319	85	8	17.5089	1454.9022	8	0	52.95344108	12.75445	0.00287	0.002527	0.000925	1.70E-05	0.003937	0.003941	0.000185	0.003937	0.003937	0.00256475
85	3583.424852	0.410891031	0.014675909	5.039714662	13.02909515	16.30215652	12.59202832	175.5095655	0.156918614	17.34615898	0.478361879	0.672746103	31.00694007	11.97954857	6.98911126	86	0	0	0	0	0	0	0	0.000549	0.000545	5.00E-06	-1.00E-06	7.00E-06	7.00E-06	-1.00E-06	7.00E-06	7.00E-06	0.0002765
86	4525.176614	0.557373864	0.01744536	15.09013425	15.40512756	24.303469	39.60220985	240.5810565	0.196384708	23.90947409	0.154289388	1.377841327	57.43225156	15.4422402	8.435666139	87	0	0	0	0	0	0	0	0.000766	0.000762	1.30E-05	0	1.10E-05	1.60E-05	1.30E-05	9.00E-06	1.10E-05	0.000388
87	7585.909983	0.959872387	0.026117682	17.4018907	13.21219084	2.288336269	1.498030925	174.0871262	0.356848866	34.57696389	0.345919828	1.251792455	66.64678652	13.60477984	17.99082908	88	0	0	0	0	0	0	0	1.00E-05	1.20E-05	3.00E-06	0	9.00E-06	9.00E-06	3.00E-06	9.00E-06	9.00E-06	8.50E-06
88	968.498848	0.131049594	0.005346871	14.75054542	56.02492769	17.86315952	2.722630701	121.1630735	0.151635294	21.20875644	0.475836414	0.772315486	44.5299698	5.30162155	1.685525638	89	0	0	0	0	0	0	0	7.30E-05	0.0001	2.70E-05	5.00E-06	6.00E-05	6.00E-05	4.00E-06	6.00E-05	6.00E-05	6.50E-05
89	2274.995142	0.315285928	0.015295221	5.964906171	24.40207949	17.63123203	10.71922279	198.095261	0.329247711	14.12530382	0.316593101	1.428885224	26.30500579	9.68238115	5.075679301	90	0	0	0	0	0	0	0	0.001168	0.001142	6.70E-05	-1.00E-06	6.80E-05	9.60E-05	-8.90E-05	3.50E-05	6.80E-05	0.00061125
90	4975.163754	0.848025247	0.029104012	4.136617943	21.60057366	24.21921459	12.7604869	54.1426746	0.184351338	15.48840753	0.307597331	1.688706512	30.1374273	9.52623337	12.2095636	91	0	0	0	0	0	0	0	0.001086	0.001079	1.50E-05	-1.00E-06	1.20E-05	2.10E-05	-2.00E-05	8.00E-06	1.20E-05	0.000548
91	1048.935738	0.192643627	0.009424325	8.621148797	24.07349415	18.50698917	4.965959554	216.4348921	0.428095187	20.67144925	0.368121221	1.10524176	32.95402084	6.377256652	1.71297343	92	0	0	0	0	0	0	0	0.000134	0.000129	2.60E-05	-3.00E-06	4.50E-05	4.50E-05	-1.90E-05	4.10E-05	4.50E-05	8.35E-05
92	3863.765894	0.447355698	0.010880804	18.06738773	38.03872906	6.701325955	10.72717774	164.6045721	0.206730673	19.33352509	0.084007136	4.651900412	53.08046568	12.18659041	7.573278773	93	1	1.8569	-6762.7568	1	0	32.14376784	1.42845	0.002314	0.002265	6.00E-05	0	0.000418	0.000422	-5.60E-05	0.000418	0.000418	0.00126425
93	4106.725789	0.50996009	0.021200444	15.03493423	10.14674205	0.251459928	36.51543313	156.9752739	0.107126071	21.185942	0.079769874	1.683915859	75.09137513	13.30378901	5.867543323	94	0	0	0	0	0	0	0	0.000792	0.000795	4.00E-06	0	1.50E-05	1.50E-05	3.00E-06	1.50E-05	1.50E-05	0.0004015
94	6038.266332	0.860924345	0.02346125	9.187125665	15.74435125	3.661719305	18.20980732	14.61003638	0.158063968	31.76963009	0.418908948	4.411075102	57.38661228	8.598953069	13.22985782	95	0	0	0	0	0	0	0	0.000492	0.000483	1.20E-05	2.00E-06	7.00E-06	1.50E-05	-1.40E-05	4.00E-06	7.00E-06	0.0002485
95	3149.916827	0.459981149	0.014072399	15.17825361	43.74923266	11.53515533	11.63016756	17.73335724	0.302286599	6.309235816	0.022313106	0.649353577	23.02999866	5.976701174	7.740678006	96	0	0	0	0	0	0	0	0.000274	0.000281	1.60E-05	8.00E-06	1.70E-05	2.40E-05	-1.80E-05	1.50E-05	1.70E-05	0.000147
96	7586.519052	0.907694104	0.024590145	18.18874228	56.15026036	12.99443864	18.40021373	17.06279965	0.22177156	32.16976477	0.043439655	0.853209957	68.95090598	17.38154216	14.18280262	97	0	0	0	0	0	0	0	0.000311	0.000315	1.00E-05	2.00E-06	9.00E-06	1.20E-05	1.00E-05	8.00E-06	9.00E-06	0.00016125
97	6017.956087	0.74314269	0.026218447	3.93510882	41.56930956	13.87926681	10.20339776	159.5941114	0.232053774	24.93787531	0.147555162	2.788287386	48.65789495	12.28169615	13.1215737	98	4	1.8382	-2142.413	5	0	44.85528871	3.4191	0.001274	0.001253	0.000168	7.00E-06	0.000379	0.000388	-8.00E-05	0.000379	0.000379	0.0007685
98	5438.528139	0.595782749	0.020891173	11.15445677	13.7504267	16.47424314	32.37827517	159.8092246	0.202401052	9.536289905	0.031927147	0.735569603	19.02356006	11.78391345	13.61081058	99	0	0	0	0	0	0	0	7.10E-05	6.80E-05	1.10E-05	0	8.00E-06	1.60E-05	-1.50E-05	6.00E-06	8.00E-06	3.95E-05
99	2003.29133	0.274121038	0.006934771	19.07718414	18.52568447	12.16410842	24.78793015	202.3653259	0.351994471	24.93414147	0.060638537	1.15188962	70.15328931	13.67100456	2.983426984	100	0	0	0	0	0	0	0	0.000653	0.000652	3.00E-05	-1.00E-06	3.80E-05	5.10E-05	-3.80E-05	3.40E-05	3.80E-05	0.00034325
100	7944.490313	0.857536322	0.017184568	11.51809304	21.43695865	15.22495441	2.326247029	178.9057369	0.466184904	9.337468141	0.125209318	3.303271042	20.35463454	6.598337326	18.90057999	101	0	0	0	0	0	0	0	0.000762	0.00063	0.00014	0	5.90E-05	0.000153	-0.000149	3.50E-05	5.90E-05	0.00039775
101	3270.555622	0.611779037	0.025513078	13.87827166	50.74022682	3.381310186	3.722418441	132.9075379	0.104477551	9.369417853	0.329049834	4.003381174	23.52713141	5.898696507	4.852347753	102	4	7.7396	4077.2446	4	0	58.02895056	5.8698	0.001081	0.001028	0.000311	-3.00E-06	0.00143	0.001432	5.80E-05	0.00143	0.00143	0.0009625
102	4850.006736	0.497895234	0.012348669	6.516047323	29.41833492	11.45315877	24.25300025	51.88480541	0.325524923	35.52126375	0.137632218	0.632401251	60.08800122	8.787185489	7.514565737	103	0	0	0	0	0	0	0	6.50E-05	6.70E-05	5.00E-06	2.00E-06	5.00E-06	7.00E-06	5.00E-06	4.00E-06	5.00E-06	3.55E-05
103	4609.459888	0.649296067	0.027418753	6.26190332	56.34022633	28.06301714	35.67787915	148.7360295	0.256720063	20.4664906	0.100558229	1.302868433	65.01433396	15.09906626	11.53363375	104	0	0	0	0	0	0	0	0.001261	0.001207	0.000169	0.00011	-2.00E-06	0.000181	0.000169	6.40E-05	0.00011	0.00068675
104	1473.961613	0.295503727	0.013859025	15.51956731	24.87447006	18.37928754	3.901165941	41.67728082	0.301463922	18.01866463	0.565224704	3.464465418	66.41736002	14.75390257	4.040098655	105	0	0	0	0	0	0	0	0.001265	0.001239	3.90E-05	-3.00E-06	5.50E-05	6.10E-05	-3.90E-05	4.60E-05	5.50E-05	0.0006495
105	2130.501817	0.499287125	0.023155633	3.328469302	55.60577111	6.862528458	6.416998951	41.71092798	0.388288055	35.52114643	0.543647954	4.075228899	89.65694893	7.037852783	4.732641626	106	0	0	0	0	0	0	0	0.000285	0.000284	4.80E-05	-1.00E-06	2.40E-05	5.10E-05	4.80E-05	1.70E-05	2.40E-05	0.00016025
106	2578.864821	0.622047078	0.027342496	19.42168453	14.31432079	15.92405543	10.55872806	73.70356625	0.16330748	33.55287391	0.512973163	4.627684419	63.14832073	11.33662777	5.957085342	108	0	0	0	0	0	0	0	0.000528	0.000514	3.00E-05	-1.00E-06	2.80E-05	4.80E-05	-4.30E-05	2.10E-05	2.80E-05	0.000275
107	3810.460897	0.460587921	0.015343269	8.067467812	26.38255931	10.93790218	27.69159015	159.9305372	0.336083262	15.23901664	0.342156594	0.978133993	43.09521868	15.01361518	11.7189843	109	0	0	0	0	0	0	0	0.001186	0.001129	6.30E-05	7.10E-05	-1.00E-06	7.30E-05	6.30E-05	3.70E-05	7.10E-05	0.00061225
108	3304.867636	0.71528119	0.027380566	19.92991868	24.17134914	27.11348379	3.730993029	11.22558334	0.309240053	25.35506181	0.11384635	4.51020831	60.75938953	7.706284751	10.73705562	110	0	0	0	0	0	0	0	0.000212	0.000199	3.10E-05	1.00E-06	1.90E-05	3.30E-05	3.10E-05	1.30E-05	1.90E-05	0.00011525
109	6934.371417	0.754036911	0.019167294	5.147734375	24.84032408	20.22631561	8.148143811	84.72574248	0.193977403	31.82918335	0.318472702	4.02654415	55.4356966	4.994226103	10.79414112	111	0	0	0	0	0	0	0	8.30E-05	8.10E-05	4.00E-06	0	5.00E-06	6.00E-06	-5.00E-06	4.00E-06	5.00E-06	4.33E-05
110	3596.731585	0.395501797	0.015219305	6.99776423	50.10381558	4.428930451	8.443149515	172.1664752	0.459024985	38.7578593	0.096648015	3.270592587	84.66606851	6.219217976	6.201855435	112	0	0	0	0	0	0	0	0.000139	0.000138	2.00E-05	0	2.50E-05	2.70E-05	2.00E-05	1.80E-05	2.50E-05	8.05E-05
111	2544.05174	0.363610252	0.016294895	11.93811993	14.68360547	21.74772499	11.62101972	123.4350676	0.362636073	28.20403123	0.442080883	4.637451808	61.47715097	8.328711561	5.01951392	113	0	0	0	0	0	0	0	0.000473	0.000474	1.50E-05	0	1.70E-05	2.00E-05	1.50E-05	1.30E-05	1.70E-05	0.00024475
112	3688.760399	0.404007934	0.011319949	9.144352164	51.34760345	17.86695654	31.22875968	187.5766072	0.477383025	18.4989499	0.148565462	1.381326844	32.05029967	14.82939257	8.521655285	114	3	4.6625	-706.0498	3	0	48.63157616	3.83125	0.001559	0.001503	0.000365	0.000742	1.50E-05	0.000759	0.000161	0.000742	0.000742	0.00104225
113	6761.597529	0.792861007	0.02600705	12.97367877	51.47399415	4.55689468	20.17197647	41.53713076	0.435567389	36.7591458	0.160904167	3.271751309	82.9932454	9.395324266	17.4556926	115	0	0	0	0	0	0	0	0.000309	0.000307	8.00E-06	0	1.80E-05	1.90E-05	-2.00E-06	1.80E-05	1.80E-05	0.0001605
114	4697.919101	0.554361719	0.016271723	3.433585431	9.020861435	16.43689936	25.04159611	167.4738291	0.308255059	9.503787018	0.02880052	3.168255768	34.19217265	11.57527793	11.62613679	116	0	0	0	0	0	0	0	0.001571	0.001522	5.00E-05	3.00E-05	0	5.00E-05	5.00E-05	-4.00E-06	3.00E-05	0.00079325
115	6854.458036	0.724620683	0.016437994	6.189643705	28.63116619	6.618630483	13.55893468	213.4815574	0.328626891	6.088610261	0.503567538	3.55164608	23.38812187	5.224687152	11.00806615	117	2	5.7924	-1889.2702	2	0	43.44235578	3.8962	0.002827	0.002788	0.00039	0.001615	-2.00E-06	0.001616	-4.50E-05	0.001615	0.001615	0.001905
116	3404.980798	0.730404586	0.02958156	13.56779787	58.03340724	11.2882887	12.56265499	182.7594765	0.275985396	31.1775027	0.503437746	2.854163828	49.78534641	5.684691105	9.449542008	118	0	0	0	0	0	0	0	0.000158	0.000159	1.60E-05	-1.00E-06	3.60E-05	3.60E-05	1.00E-06	3.60E-05	3.60E-05	9.23E-05
117	5714.514764	0.607040941	0.012623731	12.72309288	56.49748082	18.98855354	13.96182519	131.0605577	0.412566566	19.96196292	0.477406927	2.841377404	55.39336801	11.16656894	16.10101363	119	3	4.0028	-8003.4889	3	0	35.83488315	3.5014	0.001364	0.001357	0.000289	-2.00E-06	0.00092	0.000929	-0.000132	0.00092	0.00092	0.0009825
118	923.7609127	0.114809363	0.004389814	13.72018563	39.18206076	6.468100178	31.99123608	116.412157	0.211223501	33.78265899	0.571228658	1.138918197	61.36359972	11.01070765	2.703333139	120	0	0	0	0	0	0	0	0.000225	0.000256	4.00E-05	2.30E-05	5.90E-05	7.10E-05	-3.90E-05	5.90E-05	5.90E-05	0.000145
119	7374.54007	0.781268333	0.020429775	18.45913966	21.94039323	29.2202753	19.27901959	231.6818378	0.137160358	27.13757971	0.554289966	4.231354193	47.54791499	8.426778179	20.87415016	122	0	0	0	0	0	0	0	0.000675	0.000674	9.00E-06	0	8.00E-06	1.00E-05	9.00E-06	6.00E-06	8.00E-06	0.0003415
120	8830.905135	1.085865964	0.026140927	14.72998962	59.6376652	9.530276645	9.856277251	29.28476036	0.282875002	21.95284742	0.249416311	3.706887857	82.66002807	9.438040448	16.85131907	124	0	0	0	0	0	0	0	0.000613	0.000606	2.20E-05	-1.00E-06	3.40E-05	3.40E-05	-1.00E-06	3.40E-05	3.40E-05	0.00031875
121	3888.537263	0.654379244	0.021063043	19.56499543	31.58391435	18.07445587	9.567419446	152.6728139	0.186680819	19.36993539	0.583959746	2.079265146	40.60410419	10.00428628	10.8902883	125	0	0	0	0	0	0	0	0.000673	0.000667	9.00E-06	-1.00E-06	2.30E-05	2.40E-05	-5.00E-06	2.30E-05	2.30E-05	0.000343
122	5394.553669	0.590130596	0.012754188	11.64376327	42.19613121	2.409723388	15.81037426	153.60779	0.320469	15.15937412	0.129681021	3.860243978	41.93995522	9.211006635	11.2541245	126	0	0	0	0	0	0	0	0.001938	0.001918	3.10E-05	7.00E-06	5.10E-05	5.70E-05	-4.80E-05	3.00E-05	5.10E-05	0.0009845
123	6369.290002	0.728843447	0.019993478	16.36538204	38.80397045	3.960043456	7.72235267	57.89499523	0.247010532	8.028890663	0.169175678	1.30504283	29.79120137	5.470063388	9.93332347	127	0	0	0	0	0	0	0	0.000379	0.000378	4.00E-06	0	1.50E-05	1.50E-05	3.00E-06	1.50E-05	1.50E-05	0.000194
124	2640.074331	0.571857165	0.023833457	8.252219181	33.46096779	25.82518649	6.908330207	83.5549013	0.375292585	31.94529609	0.10293581	4.596517931	68.75379206	11.15946561	7.235427779	128	0	0	0	0	0	0	0	0.000559	0.000466	0.000102	-1.00E-06	6.10E-05	0.000109	-0.000103	3.40E-05	6.10E-05	0.000297
125	6015.319568	0.693555158	0.018512029	17.67500451	25.0563331	29.56786021	12.78191834	55.48544836	0.46174914	10.78687237	0.028519233	3.26456238	21.75941242	6.115118572	11.31639905	129	0	0	0	0	0	0	0	0.001562	0.001557	1.40E-05	1.00E-06	9.00E-06	1.70E-05	-1.50E-05	7.00E-06	9.00E-06	0.0007855
126	5422.372475	0.589534894	0.019579821	5.860895482	33.44091494	28.10386109	8.54845128	186.1373357	0.461564225	27.09674126	0.252504221	4.471665444	79.12193539	9.266804367	11.50825243	130	1	2.6661	5120.6328	1	0	65.31410689	1.83305	0.000879	0.000844	0.00023	6.00E-06	0.000643	0.000664	0.000167	0.000643	0.000643	0.000649
127	7946.738625	0.843872753	0.022050724	12.55820418	8.012034768	27.28193887	5.584930666	215.5976178	0.190797765	25.18335215	0.205739683	1.008706913	82.98199724	5.305405171	18.93446192	131	0	0	0	0	0	0	0	3.70E-05	3.30E-05	7.00E-06	0	5.00E-06	8.00E-06	7.00E-06	4.00E-06	5.00E-06	2.05E-05
128	5890.094144	0.590100967	0.029363334	9.986409641	10.81712497	24.19770155	37.53626172	92.46917123	0.23923173	34.13764766	0.090608556	2.527347081	60.92312034	12.77139695	12.6820738	132	0	0	0	0	0	0	0	0.000672	0.000665	1.20E-05	0	6.00E-06	2.00E-05	-1.90E-05	4.00E-06	6.00E-06	0.00033875
129	6488.204504	0.756712594	0.019615584	8.19603959	59.20867983	7.156035594	4.679137947	158.7702824	0.457097759	11.1147605	0.358348744	3.839630286	18.30041431	10.53254526	12.631289	133	14	18.8484	236.6312	16	0	50.41036982	17.4242	0.004304	0.004192	0.002795	0.001109	0.004179	0.004331	0.001137	0.004179	0.004179	0.0038675
130	4274.126645	0.44930105	0.021623306	16.9855002	42.3599348	18.90107585	10.86123937	29.48801047	0.120176341	25.39812478	0.266758937	0.406429073	50.53554617	6.475635612	12.01231907	134	0	0	0	0	0	0	0	3.40E-05	3.80E-05	1.80E-05	4.00E-06	1.30E-05	2.10E-05	1.80E-05	1.00E-05	1.30E-05	2.58E-05
131	3857.423408	0.43259287	0.01936803	8.011197372	29.8516337	21.34823252	28.797533	101.3096237	0.229419091	16.45077244	0.176594546	2.761430486	56.89909049	13.76433545	6.064092616	135	0	0	0	0	0	0	0	0.00256	0.002437	0.000138	0.000107	-2.00E-06	0.000149	0.000137	5.80E-05	0.000107	0.0013105
132	5450.344273	0.73590246	0.018394408	13.7589764	50.15368424	12.25783857	22.64443075	33.34706842	0.100883257	27.95168531	0.237204685	2.12046816	74.9346413	14.05644734	12.17539097	136	0	0	0	0	0	0	0	0.000836	0.000838	6.00E-06	0	1.40E-05	1.40E-05	1.00E-06	1.40E-05	1.40E-05	0.0004235
133	5538.88135	0.568403775	0.027325597	6.865042023	44.2169685	11.85169974	16.3762214	145.6704198	0.141605105	20.7914658	0.141174968	4.699611376	36.23884355	10.14397912	13.98619396	137	3	2.7327	-3275.536	3	0	42.59359415	2.86635	0.001886	0.001877	0.000212	0	0.000515	0.000519	6.30E-05	0.000515	0.000515	0.0011225
134	4777.489474	0.531205157	0.024352734	10.38910795	56.6586615	9.337945115	10.24609136	166.2728882	0.154847668	14.19436834	0.305591229	2.930923288	29.45072916	12.59458389	8.825842014	138	15	8.8415	2247.2458	15	0	53.95713007	11.92075	0.002908	0.002887	0.000677	5.00E-06	0.002532	0.002535	-0.000138	0.002532	0.002532	0.002251
135	3729.721324	0.446688309	0.018258624	12.28172806	33.39474056	1.921104501	21.88927745	244.7749155	0.234168716	35.41317086	0.265080184	1.104738379	83.38906766	9.340560286	6.709093954	139	0	0	0	0	0	0	0	0.000124	0.000128	4.00E-06	2.00E-06	1.30E-05	1.30E-05	4.00E-06	1.30E-05	1.30E-05	6.73E-05
136	5856.48351	0.821097253	0.020519469	16.99462769	15.82280344	14.86865955	13.41166828	15.06872074	0.172643293	16.15251751	0.196447588	3.125119142	37.10014147	6.30027279	9.221151947	140	0	0	0	0	0	0	0	0.000835	0.000818	2.40E-05	0	1.00E-05	2.50E-05	2.40E-05	7.00E-06	1.00E-05	0.00042175
137	7134.21923	0.906673811	0.029044087	11.96347367	49.04881102	24.65027239	31.67170265	155.190982	0.199623449	11.01022846	0.090590039	1.158776219	33.8492681	13.38962598	23.06760291	141	2	5.9995	129.0603	2	0	50.27304527	3.99975	0.001299	0.0011	0.000205	0.000967	-1.00E-06	0.000972	-0.000101	0.000967	0.000967	0.00089275
138	4480.592695	0.626532876	0.029222925	18.90315516	47.67182939	15.42709672	28.11325503	121.493108	0.104939099	36.5843013	0.308471118	0.218538605	82.28862243	9.79094181	9.75213362	142	0	0	0	0	0	0	0	2.70E-05	3.70E-05	1.30E-05	5.00E-06	1.40E-05	1.80E-05	1.30E-05	1.20E-05	1.40E-05	2.28E-05
139	6102.917756	0.70898973	0.016980291	19.47208678	48.12479287	11.22351434	3.553508874	54.69988972	0.276668324	27.69725442	0.475515824	2.449193124	66.04392522	6.417415464	14.27777554	143	0	0	0	0	0	0	0	5.70E-05	6.00E-05	9.00E-06	1.00E-06	1.30E-05	1.40E-05	9.00E-06	1.10E-05	1.30E-05	3.48E-05
140	1348.94374	0.202441827	0.006767552	8.657135505	10.47554234	0.462842936	10.43564048	37.85475655	0.430443163	31.95644797	0.557247476	2.098809673	77.34513246	9.051988545	1.967508088	144	0	0	0	0	0	0	0	0.000162	0.000169	1.00E-05	1.00E-06	2.50E-05	2.60E-05	1.00E-05	2.40E-05	2.50E-05	9.15E-05
141	7774.309016	0.840413682	0.020413064	19.01217888	37.97588754	26.09553141	3.622034247	66.13508559	0.108053031	13.68966535	0.553604706	0.818166693	53.35929748	10.74701988	12.42194405	145	0	0	0	0	0	0	0	0.000272	0.000267	7.00E-06	0	1.10E-05	1.20E-05	-8.00E-06	9.00E-06	1.10E-05	0.00013925
142	6993.214513	0.779048911	0.021930649	14.91900334	46.16009795	25.33204162	22.05157854	234.6870756	0.236513382	31.21905625	0.206301101	4.395903151	86.14870994	13.55101446	12.36050756	146	0	0	0	0	0	0	0	0.001358	0.001304	6.00E-05	0	3.80E-05	7.60E-05	-7.40E-05	1.70E-05	3.80E-05	0.00069
143	4035.463503	0.536827636	0.012806534	8.07996733	28.69409918	6.67287457	9.780723141	142.4513878	0.272868475	9.280082261	0.466362519	4.623339803	15.38604824	5.755961878	7.340560725	147	0	0	0	0	0	0	0	0.0022	0.002184	6.00E-05	1.00E-06	7.80E-05	9.60E-05	-8.70E-05	4.00E-05	7.80E-05	0.0011305
144	6798.189797	0.858598304	0.025180756	11.32267388	26.82655269	8.995583417	40.02449362	17.1808121	0.4578828	36.91584444	0.389436798	2.227458692	67.5428067	15.22609415	10.53813104	148	0	0	0	0	0	0	0	0.000704	0.000703	9.00E-06	2.00E-06	6.00E-06	1.00E-05	9.00E-06	5.00E-06	6.00E-06	0.0003555
145	6694.02608	0.706744244	0.014354623	6.47005605	24.19601414	28.84930676	23.27888393	166.8850341	0.332764637	38.94784321	0.477361538	4.437839577	70.71081204	10.13931704	11.16163864	149	0	0	0	0	0	0	0	0.00048	0.000471	1.20E-05	-1.00E-06	7.00E-06	1.40E-05	-1.30E-05	5.00E-06	7.00E-06	0.0002425
146	4264.306846	0.592143301	0.019988744	10.51878194	18.91936126	17.35418058	32.83991263	157.1596761	0.18815415	21.85361574	0.581878359	4.902778212	77.75199102	11.24767246	6.586063557	150	0	0	0	0	0	0	0	0.001989	0.001972	2.00E-05	6.00E-06	6.00E-06	2.20E-05	-2.10E-05	5.00E-06	6.00E-06	0.00099675
147	2255.353836	0.521960459	0.022999554	3.206770442	41.83623276	12.73147252	1.061357214	63.3807734	0.238408186	17.01960755	0.468928064	3.27561141	28.62894789	8.80612786	6.083565838	151	3	2.4953	-2230.9459	3	0	44.6666026	2.74765	0.001627	0.001605	0.000435	-9.00E-06	0.00065	0.000661	-0.000122	0.00065	0.00065	0.00107925
148	3707.470568	0.472532798	0.015600908	17.39052468	13.687936	14.97934885	5.099731951	11.02399231	0.172167481	21.66061115	0.326460982	2.23271054	42.7056234	14.44923951	6.110939381	152	0	0	0	0	0	0	0	0.000709	0.000681	3.80E-05	-1.00E-06	1.70E-05	5.40E-05	-5.30E-05	1.20E-05	1.70E-05	0.00036125
149	8240.044172	0.88613857	0.027666261	14.04634763	29.8273607	21.30171398	13.31346244	46.81738268	0.195666995	14.13873344	0.148147504	1.020711517	53.6727639	11.07238219	13.68974399	153	0	0	0	0	0	0	0	0.000929	0.00093	8.00E-06	1.00E-06	6.00E-06	1.00E-05	-9.00E-06	4.00E-06	6.00E-06	0.00046825
150	5756.774372	0.728249486	0.029109378	15.31386286	23.33358461	8.865089512	5.094559351	96.91511836	0.122802021	20.83619755	0.389684234	2.316307668	43.70118554	5.877243291	9.665401697	154	0	0	0	0	0	0	0	0.000116	0.000117	1.10E-05	1.00E-06	1.00E-05	1.40E-05	1.10E-05	9.00E-06	1.00E-05	6.35E-05
151	6381.001657	0.849257572	0.029413906	8.732947492	59.25741306	11.6539572	38.02012993	158.305194	0.39814899	33.25814549	0.413117203	2.117531116	68.66808243	16.73184921	12.84848569	155	0	0	0	0	0	0	0	0.000945	0.000918	5.40E-05	4.50E-05	2.20E-05	5.50E-05	5.40E-05	1.00E-05	4.50E-05	0.0004905
152	4411.677778	0.750787063	0.024798494	7.969415064	41.90107184	22.06432628	19.70125349	114.2839169	0.353992804	16.98259208	0.085373752	0.889969563	40.49406409	9.498589468	12.10137673	156	0	0	0	0	0	0	0	0.000427	0.000408	1.90E-05	1.80E-05	1.00E-05	2.50E-05	-2.50E-05	2.00E-06	1.80E-05	0.000218
